checklist_id,observation_date
S91908927,2021-07-17
S96821865,2021-10-28
S80663271,2021-02-08
S81655334,2021-02-15
S84283764,2021-03-28
S82519876,2021-02-28
S80525661,2021-02-06
S82458872,2021-02-27
S85579821,2021-04-13
S84703060,2021-04-03
S85346281,2021-04-11
S82891121,2021-03-06
S84152661,2021-03-26
S85671462,2021-04-16
S85620075,2021-04-15
S84269921,2021-03-27
S81678724,2021-02-15
S81905764,2021-02-18
S81480582,2021-02-14
S80744671,2021-02-10
S81347699,2021-02-14
S81141179,2021-02-12
S81140884,2021-02-13
S80761267,2021-02-10
S81380541,2021-02-14
S81615457,2021-02-15
S83152068,2021-03-10
S81231080,2021-02-13
S81452846,2021-02-14
S80892285,2021-02-12
S80929646,2021-02-12
S81657216,2021-02-15
S93492162,2021-08-20
S81706282,2021-02-14
S82375702,2021-02-26
S81484301,2021-02-14
S125119371,2021-02-16
S81573371,2021-02-14
S81224743,2021-02-13
S82456523,2021-02-27
S84197962,2021-03-27
S82523283,2021-02-28
S81761244,2021-02-16
S82029128,2021-02-20
S82674691,2021-03-03
S81481048,2021-02-14
S82094090,2021-02-21
S82730692,2021-03-04
S84389637,2021-03-30
S81455101,2021-02-14
S81613450,2021-02-15
S82441375,2021-02-27
S97208974,2021-11-06
S96929851,2021-10-31
S83281660,2021-03-12
S84217946,2021-03-27
S84136596,2021-03-26
S82696157,2021-03-03
S83959856,2021-03-23
S83626793,2021-03-18
S83554282,2021-03-17
S84263118,2021-03-28
S83327405,2021-03-13
S83379126,2021-03-14
S83892119,2021-03-22
S83408100,2021-03-14
S88218321,2021-05-15
S88089049,2021-05-14
S82732099,2021-03-04
S83141971,2021-03-10
S82565970,2021-02-25
S83736885,2021-03-20
S83213765,2021-03-11
S88417308,2021-05-15
S83376008,2021-03-12
S82985177,2021-03-06
S83299878,2021-03-13
S83913053,2021-03-22
S83388651,2021-03-14
S84032939,2021-03-24
S82954155,2021-03-07
S98135853,2021-11-27
S96821760,2021-10-28
S82960527,2021-03-07
S83553410,2021-03-08
S84178265,2021-03-27
S88523688,2021-05-19
S84189153,2021-03-27
S83605471,2021-03-18
S83081169,2021-03-09
S83627723,2021-03-17
S83426876,2021-03-14
S83168495,2021-03-10
S83530704,2021-03-16
S83848507,2021-03-21
S84748839,2021-04-04
S83614120,2021-03-17
S84184937,2021-03-27
S83686759,2021-03-19
S83713422,2021-03-20
S83801195,2021-03-20
S83811123,2021-03-21
S83837598,2021-03-21
S99067790,2021-12-18
S84195824,2021-03-27
S84353362,2021-02-13
S84066865,2021-03-25
S85916189,2021-04-19
S85194376,2021-04-09
S85261645,2021-04-10
S85297507,2021-04-11
S84614149,2021-04-02
S85618467,2021-04-12
S85302014,2021-04-11
S91235273,2021-07-04
S84718158,2021-04-03
S84743578,2021-04-02
S84766615,2021-04-04
S85827340,2021-04-18
S84770063,2021-04-04
S84781713,2021-04-04
S85891134,2021-04-19
S85991452,2021-04-20
S86013107,2021-04-21
S84917115,2021-04-06
S85211916,2021-04-10
S85508579,2021-04-14
S84989490,2021-04-06
S85004981,2021-04-03
S85340474,2021-04-11
S85666706,2021-04-16
S85709668,2021-04-17
S85469224,2021-04-10
S85470693,2021-04-10
S85471062,2021-04-10
S86739109,2021-04-30
S85219551,2021-04-10
S85518448,2021-04-14
S85593654,2021-04-15
S85238187,2021-04-10
S85518456,2021-04-14
S86439527,2021-04-26
S85518478,2021-04-14
S85518510,2021-04-14
S85518546,2021-04-14
S87745003,2021-05-10
S86408591,2021-04-26
S82214932,2021-02-23
S80699147,2021-02-09
S82679603,2021-03-03
S84916916,2021-04-06
S88147268,2021-05-14
S88375878,2021-05-17
S85758205,2021-04-17
S84329151,2021-03-29
S85848510,2021-04-18
S84344031,2021-03-29
S85353430,2021-04-11
S85911328,2021-04-19
S85395055,2021-04-12
S85966256,2021-04-20
S85128243,2021-04-08
S78583834,2021-01-03
S79515748,2021-01-18
S84048414,2021-03-24
S78485555,2021-01-02
S85895351,2021-04-19
S85937141,2021-04-19
S86711126,2021-04-30
S86940239,2021-05-02
S86967820,2021-05-02
S86339000,2021-04-25
S86100375,2021-04-22
S86116429,2021-04-22
S87079180,2021-05-04
S86402002,2021-04-24
S87737635,2021-05-10
S82927126,2021-03-06
S95873537,2021-10-09
S92159533,2021-07-22
S82178499,2021-02-21
S85948078,2021-04-20
S87233425,2021-05-06
S87812266,2021-05-11
S83074960,2021-03-09
S86495401,2021-04-27
S86965540,2021-05-02
S86848595,2021-05-01
S86996342,2021-05-03
S86718462,2021-04-30
S87020125,2021-05-03
S81232990,2021-02-13
S80551753,2021-02-06
S87677952,2021-05-09
S86563662,2021-04-28
S86941464,2021-05-02
S87906300,2021-05-12
S87938870,2021-05-12
S89606400,2021-06-04
S87495705,2021-05-08
S87418225,2021-05-08
S87249403,2021-05-06
S87021953,2021-05-03
S87426770,2021-05-08
S88459341,2021-05-18
S87499410,2021-05-08
S87770133,2021-05-10
S87771152,2021-05-10
S87771222,2021-05-10
S87771292,2021-05-10
S87771446,2021-05-10
S87607020,2021-05-09
S88237507,2021-05-15
S91714951,2021-07-13
S93032961,2021-08-10
S89565641,2021-06-03
S90631467,2021-06-23
S89619577,2021-06-04
S87716947,2021-05-10
S90568358,2021-06-21
S88622053,2021-05-20
S94405574,2021-09-09
S91623234,2021-07-11
S88882254,2021-05-24
S89128523,2021-05-28
S87748681,2021-05-10
S87827897,2021-04-29
S87783726,2021-04-26
S87826658,2021-04-28
S90612258,2021-06-22
S87807704,2021-05-11
S88333425,2021-05-16
S95873628,2021-10-09
S88334529,2021-05-16
S88106554,2021-05-14
S89187415,2021-05-29
S88280639,2021-05-16
S88050560,2021-05-14
S88054937,2021-05-14
S88315095,2021-05-16
S88102513,2021-05-14
S88604744,2021-05-20
S88221935,2021-05-12
S88248680,2021-04-09
S88542023,2021-05-19
S89427987,2021-06-01
S88601431,2021-05-20
S88375322,2021-05-17
S88448450,2021-05-18
S88588839,2021-05-20
S89153721,2021-05-28
S89439862,2021-06-01
S89799907,2021-06-07
S97820947,2021-11-20
S89481824,2021-06-02
S89183180,2021-05-29
S99763512,2021-12-31
S90266418,2021-06-16
S90344971,2021-06-17
S89646440,2021-06-05
S98633626,2021-12-08
S95806221,2021-10-09
S96582181,2021-10-23
S96299652,2021-10-17
S94499841,2021-09-11
S89646482,2021-06-05
S90379168,2021-06-16
S90166668,2021-06-14
S90168862,2021-06-14
S90837994,2021-06-26
S90266435,2021-06-16
S92568256,2021-07-31
S90881546,2021-06-27
S90918949,2021-06-28
S91033809,2021-06-30
S91721201,2021-07-11
S91251659,2021-05-08
S91252421,2021-07-03
S91356223,2021-07-06
S91368316,2021-07-06
S91386832,2021-07-07
S91391599,2021-07-07
S91416466,2021-07-07
S91215989,2021-07-04
S91276597,2021-07-05
S91431023,2021-07-08
S90854602,2021-06-27
S91138057,2021-06-30
S91463851,2021-07-08
S91482749,2021-07-09
S91510257,2021-07-09
S90916596,2021-06-28
S91281191,2021-07-05
S91013198,2021-06-30
S91019764,2021-06-30
S91615435,2021-07-11
S91138049,2021-07-02
S97248520,2021-11-07
S91756384,2021-07-14
S91827653,2021-07-16
S91828453,2021-07-16
S91618240,2021-07-11
S92706589,2021-08-03
S91899004,2021-07-17
S92158425,2021-07-22
S92158595,2021-07-20
S92778420,2021-08-04
S91961258,2021-07-18
S91599135,2021-07-11
S92659157,2021-08-02
S92068468,2021-07-20
S92961079,2021-08-08
S92970534,2021-08-08
S91893800,2021-07-17
S91899643,2021-07-17
S92324299,2021-07-26
S98445170,2021-12-04
S92717074,2021-08-03
S92728949,2021-08-03
S92778481,2021-07-29
S92642948,2021-08-01
S92734500,2021-08-03
S93155937,2021-08-13
S93306471,2021-08-16
S95190405,2021-09-26
S93354512,2021-08-17
S95135231,2021-09-25
S93335843,2021-08-16
S92766664,2021-08-04
S93508300,2021-08-20
S93457343,2021-08-19
S93654653,2021-08-22
S94600840,2021-09-10
S94046964,2021-09-01
S94044880,2021-09-01
S94341418,2021-09-07
S97759587,2021-11-18
S95006951,2021-09-22
S94769612,2021-09-17
S95609409,2021-10-04
S95102185,2021-09-24
S97240727,2021-11-07
S95190567,2021-09-26
S96084526,2021-10-13
S98440549,2021-12-04
S96290884,2021-10-17
S97249855,2021-11-07
S95115194,2021-09-24
S97787092,2021-11-19
S99292523,2021-12-22
S96525504,2021-10-21
S97168999,2021-11-05
S95949105,2021-10-10
S98850446,2021-12-13
S96561515,2021-10-22
S99337041,2021-12-23
S96443895,2021-10-19
S95140169,2021-09-25
S95146971,2021-09-25
S98781993,2021-12-12
S95818436,2021-10-09
S96793343,2021-10-27
S95888779,2021-10-09
S95247310,2021-09-24
S96096470,2021-10-13
S96126792,2021-10-14
S95341046,2021-09-29
S96239111,2021-10-16
S97257555,2021-11-07
S97223354,2021-11-06
S96288096,2021-10-17
S95472365,2021-10-02
S95472604,2021-10-02
S96023712,2021-10-12
S97324815,2021-11-08
S95558583,2021-10-03
S97466965,2021-11-12
S95664855,2021-10-06
S97345978,2021-11-09
S99404710,2021-12-23
S98144186,2021-11-27
S98144192,2021-11-24
S95735498,2021-10-04
S96449708,2021-10-19
S96185626,2021-10-14
S99754147,2021-12-31
S97109948,2021-11-04
S99009117,2021-12-17
S97409364,2021-11-10
S98274829,2021-11-30
S99408458,2021-12-25
S98417860,2021-12-03
S97320442,2021-11-08
S97560116,2021-11-14
S96765595,2021-10-27
S96786639,2021-10-27
S97365866,2021-11-09
S97483667,2021-11-12
S96499852,2021-10-21
S97276973,2021-11-07
S113903157,2021-12-14
S97960551,2021-11-23
S96919624,2021-10-31
S99066992,2021-12-18
S97990828,2021-11-23
S98033757,2021-11-24
S97686661,2021-11-16
S99136586,2021-12-16
S97107178,2021-11-04
S98396378,2021-12-03
S97145525,2021-11-05
S97291059,2021-11-08
S97999455,2021-11-24
S97612946,2021-11-15
S98693967,2021-12-10
S98351156,2021-12-02
S97734369,2021-11-18
S98040874,2021-11-25
S98079038,2021-11-26
S98274598,2021-11-30
S97423792,2021-11-11
S97464733,2021-11-12
S97018621,2021-11-02
S97385524,2021-11-10
S98654378,2021-12-09
S97058839,2021-11-03
S98540515,2021-12-06
S98618693,2021-12-08
S98311812,2021-12-01
S97237210,2021-11-07
S98578150,2021-12-07
S97184765,2021-11-06
S98220948,2021-11-28
S99009802,2021-12-17
S91076875,2021-07-01
S97886569,2021-11-21
S97924317,2021-11-22
S97937783,2021-11-22
S98587384,2021-12-07
S98301400,2021-11-30
S98013386,2021-11-24
S98248709,2021-11-28
S98142813,2021-11-27
S99506417,2021-12-27
S98342578,2021-12-01
S97745847,2021-11-18
S99028069,2021-12-18
S99041099,2021-12-18
S98784796,2021-12-12
S99234748,2021-12-18
S99646606,2021-11-21
S101718626,2021-11-23
S99522307,2021-12-27
S98236023,2021-11-29
S98931857,2021-12-15
S98991973,2021-12-11
S99074699,2021-12-18
S99713257,2021-12-30
S99588477,2021-12-18
S99825412,2021-12-28
S81665623,2021-02-15
S87508150,2021-05-08
S87505952,2021-05-08
S78951334,2021-01-09
S89345084,2021-05-31
S88208037,2021-05-15
S95227075,2021-09-26
S97815205,2021-11-20
S97087524,2021-11-03
S97899173,2021-11-21
S96006229,2021-10-11
S96616767,2021-10-23
S98379648,2021-12-02
S95580617,2021-10-04
S99309731,2021-12-23
S93815651,2021-08-27
S99119018,2021-12-19
S93398438,2021-08-18
S97919561,2021-11-22
S93770765,2021-08-26
S92494528,2021-07-30
S94670814,2021-09-14
S91342297,2021-07-06
S96051452,2021-10-12
S97186683,2021-11-06
S93531129,2021-08-21
S93584620,2021-08-22
S92172855,2021-07-23
S92989735,2021-08-09
S92372677,2021-07-27
S95772334,2021-10-08
S98214199,2021-11-28
S98404178,2021-12-03
S98599024,2021-12-07
S98875146,2021-12-14
S98251020,2021-11-29
S98734459,2021-12-11
S94950542,2021-09-20
S98407213,2021-12-03
S97253018,2021-11-07
S98523928,2021-12-05
S81069146,2021-02-12
S86783157,2021-04-29
S86784822,2021-04-27
S81330427,2021-02-14
S81585833,2021-02-14
S95087254,2021-09-24
S81639883,2021-02-15
S80408043,2021-02-04
S80814098,2021-02-11
S82732270,2021-03-04
S82697237,2021-03-03
S83555243,2021-03-17
S84219502,2021-03-27
S78561366,2021-01-03
S79384138,2021-01-17
S83628962,2021-03-18
S84264984,2021-03-28
S83962165,2021-03-23
S78876477,2021-01-08
S85769655,2021-04-17
S133763832,2021-04-09
S80757180,2021-02-10
S84840635,2021-04-04
S78961065,2021-01-09
S99319247,2021-12-23
S82978505,2021-03-07
S79512932,2021-01-18
S88716048,2021-05-22
S87108271,2021-05-04
S88851392,2021-02-25
S83590922,2021-03-17
S97732591,2021-11-17
S78579856,2021-01-03
S91757513,2021-07-14
S97718649,2021-11-17
S79996137,2021-01-27
S98888657,2021-12-14
S97490340,2021-11-12
S83157899,2021-03-10
S87992459,2021-05-13
S86680958,2021-04-29
S84433087,2021-03-30
S78769399,2021-01-06
S86717067,2021-04-30
S87596416,2021-05-08
S92671072,2021-07-27
S86868410,2021-05-01
S98888795,2021-12-14
S83297190,2021-02-06
S95505656,2021-10-02
S93445091,2021-08-19
S93945379,2021-08-30
S99135365,2021-12-19
S83583515,2021-03-17
S92431272,2021-07-28
S93033356,2021-08-10
S94906581,2021-09-19
S83379351,2021-03-14
S97737156,2021-11-18
S97714459,2021-11-17
S99703634,2021-12-30
S87639682,2021-05-09
S84367960,2021-03-29
S86724013,2021-04-30
S98357436,2021-12-02
S94582610,2021-09-12
S87851327,2021-05-11
S94526617,2021-09-11
S96598725,2021-10-23
S95685288,2021-10-02
S92421457,2021-04-03
S88413808,2021-05-15
S83378838,2021-03-12
S82971766,2021-03-05
S92684617,2021-08-02
S84801201,2021-04-04
S89391010,2021-05-31
S91850836,2021-07-16
S84984325,2021-04-06
S79225025,2021-01-14
S79073271,2021-01-11
S79323708,2021-01-16
S78648160,2021-01-04
S78496231,2021-01-02
S78612419,2021-01-03
S78408481,2021-01-01
S78872838,2021-01-08
S78570200,2021-01-03
S91958953,2021-07-18
S92674457,2021-08-02
S90300110,2021-06-16
S81726836,2021-02-16
S80229125,2021-01-31
S80753571,2021-02-10
S88865177,2021-05-23
S83316779,2021-03-13
S92200772,2021-07-23
S80920588,2021-02-12
S81112538,2021-02-13
S84194813,2021-03-27
S81160172,2021-02-13
S90090178,2021-06-12
S92018395,2021-07-19
S90254446,2021-06-15
S81901430,2021-02-18
S90642020,2021-06-23
S82110704,2021-02-21
S95114701,2021-09-24
S83064120,2021-03-09
S82036384,2021-02-20
S87667403,2021-05-09
S85355395,2021-04-11
S81869030,2021-02-18
S82931314,2021-03-07
S83135598,2021-03-10
S91909603,2021-07-17
S93626405,2021-08-23
S95165663,2021-09-25
S88780701,2021-05-22
S92305744,2021-07-25
S85422173,2021-04-12
S85062650,2021-04-07
S88986465,2021-05-25
S81994709,2021-02-20
S84428860,2021-03-30
S80750889,2021-02-09
S80502564,2021-02-06
S90205059,2021-06-14
S80667688,2021-02-08
S90147221,2021-06-13
S80546112,2021-02-06
S80457357,2021-02-05
S80182772,2021-01-31
S89111266,2021-05-27
S80639158,2021-02-08
S84150177,2021-03-26
S81349762,2021-02-14
S84991803,2021-04-06
S83692131,2021-03-19
S82893991,2021-03-06
S80383221,2021-02-03
S84031697,2021-03-24
S83583683,2021-03-17
S97035121,2021-11-02
S98310432,2021-11-30
S86670116,2021-04-29
S83755337,2021-03-20
S87767853,2021-05-10
S82960761,2021-03-07
S97640264,2021-11-15
S97680518,2021-11-16
S87226141,2021-05-05
S86729840,2021-04-30
S82458902,2021-02-27
S78724836,2021-01-05
S82827619,2021-03-05
S97707429,2021-11-17
S88179169,2021-05-15
S97645137,2021-11-15
S87157762,2021-05-05
S83089902,2021-03-09
S84875391,2021-04-05
S83536576,2021-03-16
S99066945,2021-12-18
S97970456,2021-11-23
S98004193,2021-11-24
S81608208,2021-02-15
S91990673,2021-07-19
S92214328,2021-07-24
S89537145,2021-06-03
S97834331,2021-11-20
S91870673,2021-07-17
S89685344,2021-06-05
S82223869,2021-02-23
S88201798,2021-05-15
S82911336,2021-03-06
S91446951,2021-07-08
S87182930,2021-05-05
S79420717,2021-01-17
S87169929,2021-05-05
S87814542,2021-05-11
S93794022,2021-08-27
S79750148,2021-01-23
S94645082,2021-09-14
S87619242,2021-05-09
S78682933,2021-01-04
S87152454,2021-05-05
S87892361,2021-05-12
S80886673,2021-02-12
S94361525,2021-09-08
S85302321,2021-04-11
S86553352,2021-04-28
S78467106,2021-01-02
S85505510,2021-04-14
S80699619,2021-02-09
S85210990,2021-04-10
S83294107,2021-03-13
S86315060,2021-04-25
S95729899,2021-10-07
S94155129,2021-09-04
S84777358,2021-04-04
S82698697,2021-03-03
S95908664,2021-10-10
S87403482,2021-05-08
S99504021,2021-12-27
S83260004,2021-03-12
S87227004,2021-05-06
S83158712,2021-03-10
S88480690,2021-05-18
S86646137,2021-04-29
S84261505,2021-03-28
S82440466,2021-02-27
S78369276,2021-01-01
S85895538,2021-04-19
S79294807,2021-01-15
S79388941,2021-01-17
S85707664,2021-04-17
S88151318,2021-05-15
S94207851,2021-09-05
S83526585,2021-03-16
S81933123,2021-02-19
S79841620,2021-01-24
S87743701,2021-05-10
S81876198,2021-02-18
S95134030,2021-09-25
S79938950,2021-01-26
S87839670,2021-05-11
S86217775,2021-04-24
S86016334,2021-04-21
S99270774,2021-12-22
S93524823,2021-08-21
S95469696,2021-10-02
S91825380,2021-07-16
S94444199,2021-09-10
S94403851,2021-09-09
S88517500,2021-05-19
S92934824,2021-08-08
S83552940,2021-03-17
S83139743,2021-03-10
S80805376,2021-02-11
S82492492,2021-02-28
S79695855,2021-01-22
S79871204,2021-01-25
S80736946,2021-02-08
S80736840,2021-02-07
S88077766,2021-05-14
S80736732,2021-02-06
S80736454,2021-02-05
S80736347,2021-02-03
S80736234,2021-02-02
S80302313,2021-01-28
S80302199,2021-02-01
S79998147,2021-01-27
S79603996,2021-01-19
S79371662,2021-01-16
S79121292,2021-01-11
S79155712,2021-01-12
S79053551,2021-01-10
S78867139,2021-01-08
S79807612,2021-01-23
S78749985,2021-01-05
S87607542,2021-05-09
S80164201,2021-01-30
S79639576,2021-01-21
S79737530,2021-01-20
S86160446,2021-04-23
S80189273,2021-01-31
S87328791,2021-05-07
S84866961,2021-04-05
S85157702,2021-04-09
S86883058,2021-05-02
S84136293,2021-03-26
S79262859,2021-01-14
S84216204,2021-03-27
S78874891,2021-01-08
S79382550,2021-01-17
S88609869,2021-05-20
S78780400,2021-01-06
S83957550,2021-03-23
S82096111,2021-02-21
S86703797,2021-04-30
S87076903,2021-05-04
S91690042,2021-07-13
S96854862,2021-10-29
S86780180,2021-05-01
S78559093,2021-01-03
S94811743,2021-09-18
S80748212,2021-02-10
S94316735,2021-09-07
S92293982,2021-07-25
S95340931,2021-09-29
S81827398,2021-02-17
S81582517,2021-02-15
S91530867,2021-07-10
S83451981,2021-03-15
S92620354,2021-08-01
S79295559,2021-01-15
S83694058,2021-03-19
S94902162,2021-09-19
S95195850,2021-09-26
S82929659,2021-03-07
S87370619,2021-05-07
S94622539,2021-09-13
S94847821,2021-09-18
S98933697,2021-12-15
S97876432,2021-11-21
S99064481,2021-12-18
S82936077,2021-03-07
S83592355,2021-03-17
S98841114,2021-12-13
S82821679,2021-03-05
S78933613,2021-01-09
S88458786,2021-05-18
S84153199,2021-03-26
S92966858,2021-08-08
S98169793,2021-11-13
S93040440,2021-08-10
S91720267,2021-07-11
S89228129,2021-05-29
S92968441,2021-08-08
S83339086,2021-03-13
S97298992,2021-11-08
S84599993,2021-04-02
S95217505,2021-09-26
S89213668,2021-05-29
S92995802,2021-08-09
S85396054,2021-04-12
S83944260,2021-03-23
S81891545,2021-02-18
S84394872,2021-03-30
S82314976,2021-02-25
S79195369,2021-01-13
S86938643,2021-05-02
S87318680,2021-05-07
S82655221,2021-03-02
S81564558,2021-02-14
S87745015,2021-05-10
S90052181,2021-06-12
S95745913,2021-07-16
S95941703,2021-10-10
S95371224,2021-09-30
S96439725,2021-10-19
S84420270,2021-03-30
S93892364,2021-08-29
S91392987,2021-07-07
S98413678,2021-12-03
S87988000,2021-05-13
S84189835,2021-03-27
S95513096,2021-10-02
S84855499,2021-04-05
S87235143,2021-05-06
S91163990,2021-07-03
S97071602,2021-11-03
S85514353,2021-04-14
S95951923,2021-10-10
S86819484,2021-05-01
S86221972,2021-04-24
S98360500,2021-12-02
S87075475,2021-05-04
S85486791,2021-04-13
S93116932,2021-08-12
S94845875,2021-09-18
S86792341,2021-05-01
S94552737,2021-09-12
S93481505,2021-08-20
S91479091,2021-07-09
S96519264,2021-10-19
S97243378,2021-11-07
S96560765,2021-10-22
S98407267,2021-12-03
S90751048,2021-06-25
S97933720,2021-11-22
S89889238,2021-06-09
S92303802,2021-07-25
S96089810,2021-10-13
S89474228,2021-06-02
S83218497,2021-03-11
S97790971,2021-11-19
S84288367,2021-03-28
S86719708,2021-04-30
S91122107,2021-07-02
S79222712,2021-01-14
S85152797,2021-04-09
S82806749,2021-03-05
S96857292,2021-10-29
S91021663,2021-06-30
S94795541,2021-09-17
S85420335,2021-04-12
S94110795,2021-09-03
S92411757,2021-07-28
S92130506,2021-07-22
S80144117,2021-01-30
S88174429,2021-05-15
S82819364,2021-03-05
S80581550,2021-02-07
S80585112,2021-02-07
S98990110,2021-10-14
S121221071,2021-10-14
S121501354,2021-09-12
S97823618,2021-11-20
S95200817,2021-09-26
S87617256,2021-05-09
S89542884,2021-06-03
S95670429,2021-10-06
S85790876,2021-04-18
S79654439,2021-01-21
S95329286,2021-09-29
S96221786,2021-10-16
S94767107,2021-09-17
S95339071,2021-09-29
S95195358,2021-09-26
S97707647,2021-11-17
S84118721,2021-03-26
S83243235,2021-03-12
S82764478,2021-03-04
S82592309,2021-03-01
S97640571,2021-11-15
S97740697,2021-11-18
S97786762,2021-11-19
S82289705,2021-02-24
S97125880,2021-11-04
S80580077,2021-02-07
S80587954,2021-02-07
S80586999,2021-02-07
S79698571,2021-01-22
S80585908,2021-02-07
S79417773,2021-01-17
S97976957,2021-08-01
S80583704,2021-02-07
S87740653,2021-05-10
S83020553,2021-03-08
S98876117,2021-12-14
S95194758,2021-09-26
S94754201,2021-09-16
S79235083,2021-01-14
S86570221,2021-04-28
S88578593,2021-05-19
S80582309,2021-02-07
S84852469,2021-04-05
S91354174,2021-07-06
S86218904,2021-04-24
S94567484,2021-09-12
S96271741,2021-10-17
S95939854,2021-10-10
S79764074,2021-01-23
S80374560,2021-02-03
S96816796,2021-10-28
S82702902,2021-03-03
S86313699,2021-04-25
S86075609,2021-04-22
S85079283,2021-04-08
S97692744,2021-11-17
S83767706,2021-03-20
S97427264,2021-11-11
S86551200,2021-04-28
S85576880,2021-04-15
S97732662,2021-11-18
S94579106,2021-09-12
S85140778,2021-04-09
S83159473,2021-03-10
S80995396,2021-02-12
S79314994,2021-01-16
S93832582,2021-08-28
S88303994,2021-05-16
S92953408,2021-08-08
S78376883,2021-01-01
S97753393,2021-11-18
S78768216,2021-01-06
S78815503,2021-01-07
S78866141,2021-01-08
S87740024,2021-05-10
S79068190,2021-01-11
S87414774,2021-05-08
S79265137,2021-01-15
S79685313,2021-01-22
S79120878,2021-01-12
